ID,band,status,word,Pos,COCA-All,COCA-Acad,ratio,disp,range
405,1,r,course,n,69262,31464,1.59068453915365,0.920540012733079,9
406,1,c,so,c,201305,31447,0.547003132261411,0.94202894658601,9
407,1,c,especially,r,82791,31406,1.32829535089277,0.957701980881205,9
408,1,y,similar,j,57942,31385,1.89667886902874,0.943587633114442,9
409,1,c,color,n,98586,31210,1.10852036775093,0.895679601843303,9
410,1,c,itself,p,76255,31137,1.42979441330775,0.941125797307745,9
411,1,y,environment,n,52292,31116,2.08359671881516,0.924100407149085,8
412,1,y,language,n,60966,31095,1.78594472745107,0.929480035458528,8
413,1,y,determine,v,55918,31067,1.94541760730202,0.937897831868795,8
414,1,r,treatment,n,58332,31055,1.86418848485468,0.895943078981259,8
415,1,y,structure,n,46918,30887,2.30516168137047,0.926177784987737,8
416,1,y,section,n,52717,30856,2.04952911795492,0.911992948088747,9
417,1,c,always,r,195113,30787,0.552517858258767,0.962610445401841,9
418,1,y,common,j,60391,30755,1.78323535020536,0.956406897886047,9
419,1,c,start,v,233601,30721,0.460495939710441,0.943514163524438,9
420,1,y,occur,v,56157,30702,1.91437900570829,0.935508002768387,8
421,1,y,current,j,64144,30626,1.67185802364378,0.943597304155987,9
422,1,y,available,j,68535,30610,1.56392552194515,0.920811056210262,9
423,1,c,meet,v,140040,30486,0.762278196410101,0.963605781801576,9
424,1,y,present,v,53923,30357,1.97128745914777,0.954463725058781,8
425,1,c,five,m,136838,30351,0.776660899211766,0.957628689592464,9
426,1,r,religious,j,50065,30184,2.11109475248612,0.863823361428831,6
427,1,c,next,m,192845,30162,0.54766742113011,0.937892826263518,9
428,1,c,personal,j,73291,30075,1.43687881998051,0.954823206806461,9
429,1,c,explain,v,87244,30005,1.20426819464403,0.954801147631977,9
430,1,y,term,n,65194,29927,1.60738795657281,0.949936166157931,9
431,1,c,something,p,278975,29862,0.374816550456295,0.951104894734906,9
432,1,c,energy,n,70935,29854,1.4736933030591,0.865249064652577,9
433,1,y,reduce,v,62024,29853,1.68536264774307,0.92288846178692,9
434,1,r,ability,n,55884,29825,1.8687797647797,0.937330085569803,8
435,1,c,add,v,130070,29760,0.801163105233228,0.931317507599592,9
436,1,c,long,j,161439,29676,0.643668206763449,0.935429861645443,9
437,1,c,build,v,105077,29607,0.986624494407886,0.932518997722989,9
438,1,y,measure,n,47778,29534,2.16450931413175,0.930293444501889,8
439,1,c,read,v,124885,29528,0.827921019156029,0.95234558506897,9
440,1,c,able,j,112076,29502,0.921730568242938,0.957748404818305,9
441,1,c,after,c,153863,29480,0.670900997712342,0.954307173693456,9
442,1,y,involve,v,64076,29330,1.60280919344011,0.958705543861695,8
443,1,y,movement,n,60998,29315,1.68282694589419,0.934646132618874,8
444,1,c,job,n,169801,29278,0.603762753205565,0.95975415587328,9
445,1,c,recent,j,76624,28902,1.32077314989838,0.954793397945091,9
446,1,y,specific,j,45441,28840,2.22235037360958,0.945939327297248,8
447,1,r,drug,n,93081,28772,1.08236606056324,0.8727755733107,8
448,1,c,kind,n,167026,28768,0.603101965728468,0.954166540396998,9
449,1,c,almost,r,138024,28745,0.729243989331571,0.95101508519632,9
450,1,y,focus,v,63922,28692,1.57172160090124,0.952464743169455,9
451,1,c,side,n,165909,28689,0.605495081075568,0.937587957637445,9
452,1,y1,than,i,59985,28657,1.67283541822081,0.957826510517222,9
453,1,c,strong,j,90550,28634,1.10728322493333,0.954632859287149,9
454,1,y,region,n,54996,28595,1.82064030204661,0.904976632000166,8
455,1,y,relate,v,42517,28592,2.3547623135384,0.931741857431553,8
456,1,c,opportunity,n,67784,28578,1.47628359259381,0.951386571838437,9
457,1,c,there,r,359766,28569,0.27806099726058,0.951177401442903,9
458,1,c,worker,n,76019,28545,1.31484042946246,0.887617969096776,9
459,1,y,individual,j,45641,28495,2.18614349298346,0.950147483093933,9
460,1,c,space,n,82031,28403,1.21241517214478,0.885743444379252,9
461,1,c,evidence,n,70574,28325,1.40536890432019,0.946901066767522,8
462,1,c,perhaps,r,93221,28200,1.05925495803919,0.948099604043397,9
463,1,c,leader,n,93937,28165,1.04987652184483,0.919526820141135,9
464,1,y,quality,n,56213,28155,1.75381557546703,0.944416920578847,9
465,1,c,later,r,136908,28051,0.71743849665547,0.95055367340262,9
466,1,c,only,j,126986,27989,0.77178563927903,0.954315624812743,9
467,1,y,establish,v,48831,27926,2.00252649116311,0.951015217840661,8
468,1,c,big,j,249244,27814,0.390754413888868,0.919719017485581,9
469,1,c,land,n,77538,27717,1.25168999734147,0.904250868740889,8
470,1,y,author,n,64403,27714,1.50680922080058,0.957724807634354,9
471,1,c,sample,n,35654,27646,2.71512105803876,0.896205387679564,6
472,1,y,seek,v,63168,27629,1.53155710474192,0.947025006700411,9
473,1,y,compare,v,52111,27616,1.85565194559469,0.933603034933601,9
474,1,c,again,r,223868,27518,0.430417580121097,0.958885879141657,9
475,1,c,run,v,203041,27391,0.472377603728639,0.931122969425611,9
476,1,y,growth,n,54725,27328,1.74858695183491,0.945602773677507,9
477,1,r,institution,n,45654,27323,2.09563045942876,0.934624131440564,8
478,1,c,price,n,95908,27314,0.997230665792549,0.911183692988545,8
479,1,c,situation,n,78477,27284,1.21739300723018,0.949760695819513,8
480,1,y,natural,j,59811,27263,1.5960913153417,0.912997184528046,8
481,1,y,various,j,49937,27132,1.90249933953772,0.948678509091362,8
482,1,c,report,n,90951,27117,1.0439971598474,0.947181682731886,9
483,1,c,real,j,134361,27091,0.706019934165236,0.961386147010511,9
484,1,r,score,n,42531,27076,2.22917449721758,0.892063914655603,6
485,1,y1,upon,i,61063,27049,1.55109440481756,0.953141117331393,8
486,1,c,together,r,129820,27049,0.729583096913993,0.952524526310081,9
487,1,c,once,r,136714,27024,0.692152507565796,0.956318706338534,9
488,1,y,standard,n,53927,26890,1.74602193723553,0.944385858978779,9
489,1,c,team,n,144261,26866,0.652107547266114,0.894201341968065,9
490,1,y,example,n,51042,26843,1.84148642944819,0.947992532579654,9
491,1,c,already,r,125028,26776,0.74990037333133,0.950757135326436,9
492,1,c,pay,v,144423,26718,0.647787760410553,0.940852792880188,9
493,1,c,best,j,136214,26707,0.686544218979566,0.953406057425911,9
494,1,c,money,n,178556,26673,0.523073322779014,0.926883600060467,9
495,1,y,management,n,48738,26648,1.91452953547756,0.915465303772565,8
496,1,y,scale,n,37307,26610,2.49758169036986,0.909023429442462,8
497,1,c,across,i,115131,26429,0.80381037718054,0.933564046310918,9
498,1,y,argue,v,54947,26358,1.67970734934799,0.936582610866692,8
499,1,y,degree,n,54725,26200,1.67641167074336,0.935349484279855,8
500,2,c,house,n,213652,26142,0.428446897414179,0.944857250805875,9
501,2,y,design,n,52946,26112,1.72691967022825,0.861136459051837,9
502,2,c,computer,n,71358,26106,1.28104037846659,0.868970229141098,9
503,2,c,plan,n,104472,25976,0.870637805077849,0.962730939732533,9
504,2,c,per,i,64713,25972,1.40533225807132,0.89734678152347,9
505,2,y,concern,n,59719,25937,1.52080093112301,0.95115573458049,8
506,2,r,training,n,54304,25896,1.66980601174159,0.922169647036904,9
507,2,y,state,v,52092,25860,1.73829164673847,0.946379730335579,8
508,2,y,therefore,r,38371,25808,2.35513814704047,0.954589351820321,8
509,2,y,examine,v,38758,25731,2.32466544961699,0.913787403279729,8
510,2,c,rule,n,65913,25716,1.36614718891631,0.92002557946915,9
511,2,y,pattern,n,43481,25705,2.0700614563913,0.927150242747193,8
512,2,c,industry,n,77741,25627,1.15428433198228,0.918798143832935,9
513,2,c,because,i,83025,25574,1.07858637810229,0.953022284831154,9
514,2,r,special,j,81495,25564,1.09840625993169,0.942995961614969,9
515,2,r,item,n,44156,25554,2.02644266383557,0.902306696318287,9
516,2,c,around,i,155729,25450,0.572246896985806,0.929678813735846,9
517,2,y,researcher,n,38039,25445,2.34227842678035,0.888637083483541,7
518,2,c,expect,v,103130,25414,0.862885482604359,0.951367810842405,9
519,2,c,certain,j,72141,25281,1.22709233999832,0.956115855096992,9
520,2,y,task,n,42249,25244,2.09221779713656,0.934212220392607,8
521,2,r,foreign,j,61826,25158,1.42485318583539,0.87720416233786,8
522,2,y,traditional,j,46771,25145,1.88252234102342,0.949035746153145,9
523,2,c,security,n,82573,24986,1.05955578433546,0.896601530776418,8
524,2,r,week,n,217313,24925,0.401619336432671,0.941962560211528,9
525,2,y,finding,n,31073,24873,2.80291636586047,0.898467351712757,8
526,2,y,positive,j,42697,24803,2.03409862554078,0.921974295510081,8
527,2,c,department,n,73140,24788,1.18672935714383,0.949844246022019,9
528,2,y,central,j,56615,24774,1.53225051553769,0.937332233114975,8
529,2,y,act,n,55050,24769,1.57549237044072,0.922582796522534,8
530,2,c,lose,v,145770,24758,0.594720021369766,0.963186025875705,9
531,2,c,grow,v,118898,24753,0.728984756435482,0.938634464182427,9
532,2,c,until,c,155160,24742,0.558367569560295,0.947509522114979,9
533,2,c,cause,v,69597,24704,1.24291638598644,0.919172331462131,9
534,2,c,matter,n,74795,24612,1.1522308381369,0.938501369846622,9
535,2,y,impact,n,47996,24599,1.79464090513786,0.925456581869627,8
536,2,c,less,d,67456,24481,1.2707898095802,0.941400469729827,9
537,2,r,text,n,33674,24425,2.53983216777655,0.896240920390294,7
538,2,y,reflect,v,43769,24309,1.94475825601487,0.949310626522899,8
539,2,r,learning,n,32124,24271,2.64559406456351,0.859495122430203,7
540,2,c,order,n,60564,24247,1.40187282208729,0.945783939055777,9
541,2,c,whose,d,80427,24236,1.05517435835235,0.955066643690981,9
542,2,c,free,j,89611,24205,0.945820924483535,0.944756767053557,9
543,2,c,name,n,137352,24201,0.616969192355191,0.949374161355134,9
544,2,y,recognize,v,54314,24165,1.55790211195374,0.955845831202709,8
545,2,r,star,n,80007,24122,1.05572421146617,0.760577447194042,6
546,2,y,context,n,31582,24121,2.67436594889154,0.93506611059586,8
547,2,c,either,r,72215,24012,1.16430315322117,0.953768742923009,9
548,2,r,variable,n,25028,23896,3.3432143159531,0.877321570492903,7
549,2,r,disease,n,55857,23891,1.49768981426266,0.863048988151616,8
550,2,y1,rather,i,44680,23868,1.87054439147285,0.957003855103533,9
551,2,y,relation,n,39198,23867,2.13205831476417,0.915745767261027,8
552,2,r,species,n,39125,23861,2.13549935562531,0.762977172029712,5
553,2,y,maintain,v,46609,23831,1.79034874428568,0.951096646381332,9
554,2,y,African,j,37673,23820,2.21399535860485,0.909087588492967,8
555,2,y,concept,n,36019,23812,2.31488476730816,0.945769282389471,8
556,2,c,death,n,101428,23810,0.82199029120076,0.939110974614035,9
557,2,r,plant,n,67679,23797,1.2312136792869,0.805705465337161,7
558,2,y,discussion,n,42851,23781,1.9432751902724,0.951325922052737,8
559,2,c,size,n,55904,23720,1.48571995307354,0.875983997920377,9
560,2,c,hour,n,151448,23589,0.545394987805822,0.929488258428602,9
561,2,y,associate,v,33081,23565,2.49433034007657,0.923213846758405,8
562,2,c,third,m,72864,23513,1.12995250546583,0.960490787388338,9
563,2,c,difficult,j,68874,23475,1.19348083428849,0.954564282122345,9
564,2,c,attention,n,70560,23382,1.16034794805634,0.95751611730694,9
565,2,c,office,n,123606,23358,0.661700185118133,0.94860603728114,9
566,2,c,along,i,92016,23351,0.888602003559654,0.92537245069426,9
567,2,y,design,v,49659,23346,1.64618888852253,0.912045738950455,9
568,2,c,simply,r,71742,23339,1.13913165081784,0.953039926589611,9
569,2,y,particularly,r,54165,23286,1.50536321761806,0.95183467486543,9
570,2,r,sexual,j,44480,23285,1.83305973681208,0.828609004911425,8
571,2,y,purpose,n,43195,23214,1.88183549676704,0.951969495006554,8
572,2,y,address,v,43482,23176,1.8663544433415,0.951701691588619,8
573,2,c,her,p,431544,23156,0.187889976752674,0.94239693951742,9
574,2,y,define,v,36505,23125,2.21816854875896,0.952730262369748,8
575,2,c,mother,n,182856,23102,0.442390221421137,0.923597846447691,9
576,2,c,identity,n,33670,23097,2.40202549402372,0.90089401402858,6
577,2,c,economy,n,67240,23059,1.20082001794024,0.911394908893582,8
578,2,y,particular,j,45231,23040,1.78365739907504,0.949911847237906,8
579,2,c,choose,v,69407,23035,1.16211765201145,0.957563605403748,9
580,2,y,benefit,n,52926,23018,1.52287293319317,0.947613087977471,9
581,2,c,clear,j,74686,22986,1.07767884232642,0.955981222857651,9
582,2,y,survey,n,36187,22873,2.21327665942027,0.916324427958751,9
583,2,y,effective,j,38704,22853,2.06753334789225,0.94420558458081,8
584,2,y,apply,v,45745,22641,1.73307408140903,0.946433214424743,9
585,2,c,reach,v,99791,22639,0.794384971353069,0.937299934559235,9
586,2,y,contain,v,44700,22632,1.7728850012109,0.924181998172492,8
587,2,c,even,c,86182,22623,0.919176223041918,0.959627231930023,9
588,2,c,really,r,289297,22615,0.273727112770443,0.953149709686808,9
589,2,r,federal,j,89617,22557,0.88136559344828,0.898429101874021,9
590,2,c,success,n,54800,22544,1.44050765935405,0.955078646124745,9
591,2,c,speak,v,128408,22500,0.61355795450314,0.936397897317243,9
592,2,c,spend,v,125139,22486,0.629194156717774,0.961201739218089,9
593,2,y,understanding,n,34128,22450,2.30340689105106,0.947249045430567,8
594,2,y,production,n,45334,22378,1.72847213963826,0.917959852898641,9
595,2,y,form,v,47886,22341,1.63365069518784,0.90951616999394,8
596,2,c,place,v,65763,22327,1.18881399792332,0.952377583300044,9
597,2,y,association,n,47557,22245,1.63788390052341,0.956467672293904,9
598,2,c,off,r,199337,22240,0.390671760449825,0.941656154355149,9
599,2,c,late,j,93574,22239,0.832195215806803,0.942470628134042,9
600,2,y,reveal,v,46286,22238,1.68233015458292,0.944890100726459,8
601,2,y,range,n,44627,22219,1.74337964340615,0.911706840495972,9
602,2,r,assessment,n,29064,22206,2.6753469133923,0.90354785204475,8
603,2,y,affect,v,45056,22206,1.7257697685288,0.939288834387872,8
604,2,c,agency,n,61661,22167,1.25881384869652,0.930059968596331,9
605,2,r,sport,n,64367,22161,1.20556669086939,0.795525513657786,8
606,2,y,attitude,n,37790,22142,2.05165866637872,0.921149253686813,8
607,2,y,status,n,36816,22138,2.10555667771968,0.935173548718188,8
608,2,c,paper,n,81183,22129,0.95446904335882,0.925413565786353,9
609,2,y,necessary,j,43888,22087,1.76220364596241,0.957506209866381,8
610,2,c,finally,r,88457,22081,0.874081012025193,0.958464828162048,9
611,2,c,better,j,91528,21979,0.840851127686101,0.956416677030442,9
612,2,y,function,n,30046,21755,2.53534800324556,0.937671200807283,8
613,2,y,indeed,r,49253,21728,1.5447287110578,0.944078239159118,9
614,2,c,trade,n,52781,21683,1.4384902087131,0.887518109559386,7
615,2,c,private,j,66100,21671,1.14800200664924,0.943959173183364,9
616,2,y,present,j,32520,21652,2.33137768913826,0.934406481785852,8
617,2,y,global,j,40980,21589,1.84469991096327,0.918444334484888,9
618,2,r,fund,n,57366,21571,1.31668189783874,0.858059138282465,9
619,2,c,single,j,65169,21557,1.15827696461636,0.933135224292914,9
620,2,y,conflict,n,37058,21511,2.0325618872729,0.916706256108,8
621,2,c,decade,n,59303,21497,1.26930604141824,0.938521983000906,9
622,2,y,achieve,v,37836,21493,1.98910164443128,0.955684723560387,8
623,2,y,conduct,v,37861,21428,1.98177667101869,0.931360984056419,8
624,2,r,object,n,37212,21417,2.01530498397689,0.878513320204281,8
625,2,y,critical,j,38807,21381,1.9292259608842,0.951589163135085,8
626,2,y,perform,v,44962,21379,1.66497194711692,0.937058199305255,9
627,2,c,choice,n,65321,21255,1.13939271696745,0.961442492555965,9
628,2,r,academic,j,30838,21231,2.4107345979599,0.868498736771078,8
629,2,c,true,j,86055,21207,0.862915523778329,0.94980454911492,9
630,2,r,medical,j,65117,21204,1.14021976798841,0.904358171612013,9
631,2,r,pressure,n,54792,21189,1.35412408378754,0.915567249959685,9
632,2,c,American,n,79167,21132,0.934677027456786,0.910962366647642,9
633,2,c,let,v,263274,21051,0.279981872624386,0.945801321380607,9
634,2,r,cell,n,48804,21047,1.5100799356157,0.842343730497998,7
635,2,y,discuss,v,48000,21017,1.53318528148666,0.95379248084478,8
636,2,c,father,n,156488,20982,0.469495027737116,0.920706319387627,9
637,2,c,amount,n,53863,20943,1.36148703069209,0.924017553872515,9
638,2,c,carry,v,85484,20930,0.857333012946461,0.940538795399993,9
639,2,c,air,n,114140,20921,0.641814797431107,0.880668029323773,8
640,2,y,exist,v,42240,20901,1.73263989586096,0.94629491153492,8
641,2,c,friend,n,156386,20741,0.464405093679817,0.949970609309305,9
642,2,y,improve,v,43853,20714,1.65397833854983,0.937308153106547,9
643,2,y,observe,v,32885,20645,2.1982758840699,0.915495749965366,8
644,2,y,demonstrate,v,31429,20624,2.29777495565046,0.951775713670861,8
645,2,y,unit,n,44231,20604,1.63113511572243,0.898679502559199,9
646,2,y,total,j,42664,20559,1.68735153299914,0.93722478386172,9
647,2,c,six,m,98285,20546,0.731990081379891,0.954291426305194,9
648,2,y,modern,j,41575,20470,1.72405350315018,0.935185839218454,8
649,2,c,authority,n,51662,20461,1.38682223091518,0.928742427765068,8
650,2,c,set,n,49184,20460,1.45662224513376,0.931847172232966,9
651,2,c,raise,v,94234,20445,0.759704402566425,0.966519416581839,9
652,2,c,despite,i,55875,20432,1.28043783473811,0.950208908408893,9
653,2,y,literature,n,28329,20400,2.5215296400085,0.928173571518423,8
654,2,r,classroom,n,30080,20328,2.36636631557084,0.853598831659071,7
655,2,c,happen,v,199650,20317,0.356332488327975,0.950582182123468,9
656,2,c,full,j,84247,20206,0.839829369934746,0.949323075086032,9
657,2,r,educational,j,27880,20153,2.53111623809904,0.887470459299207,8
658,2,c,bad,j,147391,20147,0.478635135014453,0.960320593370432,9
659,2,c,head,n,173375,20147,0.406901290179756,0.949394393298313,9
660,2,y,result,v,31850,20138,2.21397164474055,0.940792626394129,8
661,2,y,experience,v,37063,20056,1.89482412639956,0.93338640453044,8
662,2,y,principle,n,32204,20005,2.17517344316909,0.94017775594018,8
663,2,c,early,r,81954,19894,0.849996451643967,0.956151645658999,9
664,2,c,poor,j,57962,19874,1.20062415755858,0.947322131653598,9
665,2,y,element,n,35554,19799,1.94993413552167,0.934618029074355,8
666,2,y,challenge,n,45158,19765,1.53259453989071,0.950664967070833,9
667,2,c,send,v,105353,19733,0.655860330395845,0.934223418071239,9
